免息分期购很划算，还送了好多的赠品，手机是正品，拍照效果也是极好的，电池续航时间也很久，充满用两天是没问题的，最喜欢的还是充电速度，真的是充电5分钟通话两小时，拍照很清晰。,拍照效果好
目前用的不错，老爸很喜欢，速度也挺快的，关键是黑色适合老爸用。照相功能确实很棒，综合来看很不错。还有一点是为什么非要好评才能收到赠品，希望厂家能够如约把赠品送过来,相机功能多/强
目前用起来不错，照相很好，画质不错，客服服务态度不错，充手机很快，拍照和快充很喜欢,拍照效果好
目前还在使用中，感觉操作方便，手机轻便，电池续航还ok，照片质量好好,拍照效果好
目前还没发现挺好的特别是照相效果充电也挺快很薄,拍照效果好
目前来看还可以，照片拍出来特别清楚，但是很感觉拍视频不是很清楚 有点糊 其他的暂时还都满意,摄像模糊
目前使用下来确实不错，待机也可以，就是拍视频不清楚，照片还可以,摄像模糊
目前用着挺不错的，刚用没多久，照片果然要好很多，就是我一直以为OPPO的手机音乐功能不错，但是这款手机，感觉一般。但是本来只是看重照相，所以购物还算成功。,拍照效果好
很不错，拿到的第一个感觉就是很薄，外观漂亮。操作系统是安卓的，但感觉很像在使用苹果手机，操作起来简单流畅。尤其惊艳的是拍照效果，非常的好，不管是前置还是后置摄像头。,拍照效果好
拿到了，速度不错，整机很好，很喜欢，可拍照起来有点不满意、画面有些模糊不清是不是有有些问题，今天去售后店看看,拍照模糊/不清晰
"拿到手机后超喜欢这个红色的r9,因为之前一直用苹果系统用惯了怕用这个系统不适应，结果完全没有不适应，最让我喜欢的是这个充电和续航能力都超好，拍照方面也比我之前的iphone6好，指纹解锁能力也超快。而且卖家还送了那么多赠品",拍照效果好
给弟弟买的，拿到手开心的不得了，正版行货哦，尤其是相机拍照绝对杠杠滴，再也不需要美颜相机了，还在犹豫买什么牌子的赶紧下手吧，超级划算！,拍照效果好
拿到手上感觉还不错，手感很舒服。拍照功能很不错，又快又清晰，很满意！,相机功能多/强
帮同事买的，超级满意，拿到手质感超好，拍照美颜一级棒，不输给拍照神器,拍照效果好
帮同事买的，超级满意，拿到手质感超好，拍照美颜一级棒，不输给拍照神器,美颜效果好
挺好用的～内存还可以。拍照不错。老公推荐的。因为老公是OPPO粉，一直用^OPPO的，我之前用苹果手机，因为做业务的工作，下载东西比较多，所以用来不卡，现在孕期，手机不能常用，身边朋友都推荐～买了两台，挺好用的。,拍照效果好
女孩子用来拍照杠杠的，系统优化的不错，电池还可以，比我的s7电池耐用，快充感觉没有三星s7 快，颜值很高，还送了保护套，出厂贴好了保护膜。这点很人性化。总之我老婆很满意。,拍照效果好
女朋友手机被偷，又买了一台。我自己用的是锤子，感觉r9s拍照真是好，不吹不黑，这方面锤子要差劲很多,拍照效果好
偶尔有卡顿现象出现哦，但是整体好评，解锁速度超快，拍照也很好,拍照效果好
手机挺好用的，查了是正品，拍照功能很强大,相机功能多/强
拍照功能强大 其他一般般,相机功能多/强
拍照功能强大，最喜欢的是续航能力和闪充功能，机子自带透明壳和贴好的膜超级贴心。,相机功能多/强
拍照功能不错，截屏一次可以截取好几页挺实用的，指纹解锁灵敏。微信分身，切换速度快。多程序切换速度快，充电时间、待机时长都很满意。没有明显的弱点，性价比非常高！值得购买！,相机功能多/强
外观漂亮，速度很快。拍照功能很强！！超值的一款手机。,相机功能多/强
外观漂亮，速度很快。拍照功能很强！！超值的一款手机。,相机功能多/强
拍照功能确实很强大，大屏更实用。,相机功能多/强
运行速度快，拍照功能一流，电池经常上网用一天半没问题，各项性能满意。,相机功能多/强
手机挺漂亮的，拍照功能做的非常强大，电池续航感觉也很不错，我只想问送的礼包呢，苏宁的信誉何在？,相机功能多/强
收到货的时候挺开心，手机性能也不错，就是像素我都无语了，还没有我三年前买的vivo的像素一半清楚呢，近距离拍摄，完全都看不清 远距离一般,拍照模糊/不清晰
手机很不错，手感很不错，流畅，画面清晰。拍照功能很强大。链接无线也很强大。音质特别棒。送的蓝牙耳机也很不错。快递员也特别好。很开心的一次购物。,相机功能多/强
手机手感很好，薄，相机拍照美颜效果佷赞，拍完后自己都不认识自己了。,美颜效果好
第一次网上买手机，打开包装箱惊呆了，送的礼品很多，手机注册完成后，试试怎么样，指纹解锁速度超快，比苹果的还好用，美颜相机功能也是棒棒的，给五星好评,美颜效果好
第一次网上购买手机，感觉真的不错哦！店家客服很热情，特别是香香客服，很耐心给我解答疑问。手机收到就打开使用了，礼包几样宝贝都很喜欢，也挺实用！手机确实好用，速度快！外观也大气！操作很方便！黑色很上档次！指纹解锁反应快！拍照功能比以前的手机强大了好多！还是双卡多模，我当时就又办了张卡，手机费也降了。现在活动真心不错！彻底打消了我原来的疑虑，以后会再来的！,相机功能多/强
手机用了一段时间来评价的，很好用。拍照功能也不错。黑色的好大上。,相机功能多/强
手机真的很好用，流畅，舒服，拍照功能也很强大，像素高很清晰,相机功能多/强
手机用了一段时间才来评价，很不错，拍照功能很强大，就是音质差点，总归是拍照手机,相机功能多/强
手机运行流畅、屏幕够大，游戏、视频拍照功能超级强大、oppo国产中的精品，朋友非常喜欢，以后手机我只选oppo！,相机功能多/强
手机用了几天感觉不错 待机时间挺长的 摄像头功能挺多 一些快捷功能比较方便 从5S换成这个手机 就想用一个大屏的手机 一直在OPPO9s和vivox9和华为荣耀8之间纠结 买了荣耀8回来用了几天感觉电池待机不行 最后退货了 最后选择OPPO 几天用下来各功能挺不错的 非常人性化 外观太漂亮 画质太美 好评 一个手机最起码用上一个月才能了解它到底咋样 所以现在只能说我这几天使用的体会,相机功能多/强
手机很喜欢，用的也很方便顺手，玫瑰金的确实漂亮精致，很适合年轻女生用，内存大，美颜功能也比较强，电量储存着实给力，半个小时左右就能充满电，不一直玩手机的话一天一夜都能扛住，真心喜欢。价格也比较平价，一般都能接受的。,美颜效果好
手机真的不错，尤其是拍照功能很强大，充电也很快！！！用了这么多手机，这次总算买对了！还有客服依依的服务很好，给她点个赞！！！赞?,相机功能多/强
手机质量很好，尤其是这个大红色特别漂亮，我很喜欢，这个照相，这个功能特别好，谢谢老板,相机功能多/强
手机运行速度快，原装耳机超赞，闪充好，拍照功能比华为好多了，送一堆赠品。我金牌用户推荐大家购买,相机功能多/强
手机帮老姐买的，她挺喜欢的，照相功能杠杠的！黑色还是比较少。不至于烂大街&hellip;&hellip;,相机功能多/强
手机超棒，拍照功能非常强大，手感也很好。速度也很快。店家服务也特别好，赠品超多，登山包，手表，VR眼镜，蓝牙耳机都是正品，真不错。,相机功能多/强
手机充电就是快，不过还是感觉拍照不够清晰，还不如苹果800万像素。不过用着总体还算是可以的。发货速度倒是挺快快，次日达，不得不给个好评了，电池还比较耐用。????,拍照模糊/不清晰
手机的拍照功能很强大！对焦速度非常快！反应速度不错！声音很大很好！,相机功能多/强
手机很薄，好看，纠结5.5寸和6寸，最后选了5.5，很不错，大小正好，系统很容易上手，流畅，指纹解锁灵敏，充电功能确实强大，很快充满了，充满能用很久，希望电池耐用，拍照功能没有想象中清晰，不过性价比还是不错的，值得推荐,拍照模糊/不清晰
手机流畅，秒速指纹解锁，快冲个功能，一小时充电完成。外观精美，轻薄，拍照功能强大，支持国产手机?,相机功能多/强
到货很快，手机拿到手，手感很好大小合适。美颜拍照棒棒的。这个价格，还送了好多礼物。,美颜效果好
手机拿到手，迫不及待的打开了，不错的手机，国产手机中比较不错的手机了，拍照功能特别强大，这一刻，更清晰,相机功能多/强
